Incident ID,Year,Publishing Agency Name,Publishing Agency Unit,Agency Type Name,State Abbreviation,State Name,Division Name,Region Name,Incident Date,Offender Race,Offender Ethnicity,Victim Count,Offense Name,Total Individual Victims,Location Name,Bias Description,Victim Types,Multiple Offense,Multiple Bias
171209,2014,Massachusetts Institute of Technology,,University or College,MA,Massachusetts,New England,Northeast,2014-11-26,Unknown,Not Specified,1,False Pretenses/Swindle/Confidence Game,1,Shopping Mall,Anti-Asian,Individual,S,S
174421,2014,Seattle,,City,WA,Washington,Pacific,West,2014-11-26,Unknown,Not Specified,2,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual;Other,S,S
172913,2014,Suffolk County Police Department,,County,NY,New York,Middle Atlantic,Northeast,2014-11-29,Unknown,Not Specified,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
173709,2014,Mercersburg,,City,PA,Pennsylvania,Middle Atlantic,Northeast,2014-12-07,Multiple,Not Specified,1,Robbery,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
169872,2014,Irvine,,City,CA,California,Pacific,West,2014-12-07,White,Not Specified,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
174423,2014,Seattle,,City,WA,Washington,Pacific,West,2014-12-09,White,Not Specified,4,Aggravated Assault;Simple Assault,4,Other/Unknown,Anti-Asian,Individual,M,S
172612,2014,New York,,City,NY,New York,Middle Atlantic,Northeast,2014-12-10,Unknown,Not Specified,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
169365,2014,Phoenix,,City,AZ,Arizona,Mountain,West,2014-12-14,Black or African American,Not Specified,1,Aggravated Assault,1,Service/Gas Station,Anti-Asian,Individual,S,S
171434,2014,Boston University,,University or College,MA,Massachusetts,New England,Northeast,2014-12-16,Unknown,Not Specified,1,Aggravated Assault,1,School-College/University,Anti-Asian,Individual,S,S
172402,2014,Newton,,City,NJ,New Jersey,Middle Atlantic,Northeast,2014-12-29,White,Not Specified,1,Aggravated Assault,1,Drug Store/Doctor's Office/Hospital,Anti-Asian,Individual,S,S
174772,2015,Phoenix,,City,AZ,Arizona,Mountain,West,2015-01-01,Black or African American,Not Specified,1,Simple Assault,1,Service/Gas Station,Anti-Asian,Individual,S,S
176048,2015,Vernon,,City,CT,Connecticut,New England,Northeast,2015-01-10,Unknown,Not Specified,1,Motor Vehicle Theft,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
177500,2015,Dearborn,,City,MI,Michigan,East North Central,Midwest,2015-01-13,Unknown,Not Specified,1,Intimidation,1,Restaurant,Anti-Asian,Individual,S,S
178924,2015,Cincinnati,,City,OH,Ohio,East North Central,Midwest,2015-01-15,Unknown,Not Specified,1,Burglary/Breaking & Entering,1,Residence/Home,Anti-Asian,Individual,S,S
180120,2015,Henrico County Police Department,,County,VA,Virginia,South Atlantic,South,2015-01-16,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
178038,2015,"Monroe Township, Middlesex County",,City,NJ,New Jersey,Middle Atlantic,Northeast,2015-01-18,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
178765,2015,North Carolina School of the Arts,,University or College,NC,North Carolina,South Atlantic,South,2015-01-25,White,Not Specified,1,Simple Assault,1,School-College/University,Anti-Asian,Individual,S,S
176038,2015,Stratford,,City,CT,Connecticut,New England,Northeast,2015-02-01,Unknown,Not Specified,1,Motor Vehicle Theft,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
175457,2015,Monterey Park,,City,CA,California,Pacific,West,2015-02-05,White,Not Specified,3,Intimidation,3,Residence/Home,Anti-Asian,Individual,S,S
179936,2015,Center,,City,TX,Texas,West South Central,South,2015-02-07,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
175463,2015,Palmdale,,City,CA,California,Pacific,West,2015-02-10,Black or African American,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
176474,2015,Overland Park,,City,KS,Kansas,West North Central,Midwest,2015-02-11,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
178328,2015,New York,,City,NY,New York,Middle Atlantic,Northeast,2015-02-13,Black or African American,Not Specified,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
177622,2015,St. Paul,,City,MN,Minnesota,West North Central,Midwest,2015-02-17,Black or African American,Not Specified,1,Intimidation,1,School-Elementary/Secondary,Anti-Asian,Individual,S,S
179289,2015,Fostoria,,City,OH,Ohio,East North Central,Midwest,2015-02-17,White,Not Specified,1,All Other Larceny,0,Liquor Store,Anti-Asian,Business,S,S
177026,2015,Quincy,,City,MA,Massachusetts,New England,Northeast,2015-02-20,Multiple,Not Specified,2,Aggravated Assault,2,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
175944,2015,Fort Collins,,City,CO,Colorado,Mountain,West,2015-02-21,White,Not Specified,6,Aggravated Assault;Destruction/Damage/Vandalism of Property,6,Highway/Road/Alley/Street/Sidewalk;Parking/Drop Lot/Garage,Anti-Asian,Individual,M,S
180328,2015,King,,County,WA,Washington,Pacific,West,2015-02-22,Unknown,Not Specified,2,Intimidation,2,Residence/Home,Anti-Asian,Individual,S,S
179222,2015,Toledo,,City,OH,Ohio,East North Central,Midwest,2015-02-27,Black or African American,Not Specified,1,Intimidation,1,Restaurant,Anti-Asian,Individual,S,S
180307,2015,Vancouver,,City,WA,Washington,Pacific,West,2015-03-01,Asian,Not Specified,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
176088,2015,Washington,,City,DC,District of Columbia,South Atlantic,South,2015-03-02,Black or African American,Not Specified,2,Aggravated Assault,2,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
177065,2015,Boston,,City,MA,Massachusetts,New England,Northeast,2015-03-05,Black or African American,Not Specified,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
177810,2015,University of Nebraska:,Lincoln,University or College,NB,Nebraska,West North Central,Midwest,2015-03-07,White,Not Specified,1,Intimidation,1,School-College/University,Anti-Asian,Individual,S,S
177424,2015,Ferndale,,City,MI,Michigan,East North Central,Midwest,2015-03-08,Unknown,Not Specified,3,Simple Assault,3,Bar/Nightclub,Anti-Asian,Individual,S,S
175912,2015,Boulder,,City,CO,Colorado,Mountain,West,2015-03-08,White,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
180382,2015,Sammamish,,City,WA,Washington,Pacific,West,2015-03-12,White,Not Specified,1,Intimidation,1,Industrial Site,Anti-Asian,Individual,S,S
175458,2015,Monterey Park,,City,CA,California,Pacific,West,2015-03-20,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,School-College/University,Anti-Asian,Government,S,S
175904,2015,Greenwood Village,,City,CO,Colorado,Mountain,West,2015-03-23,White,Not Specified,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
180229,2015,Seattle,,City,WA,Washington,Pacific,West,2015-03-23,Asian,Not Specified,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
175346,2015,Los Angeles,,City,CA,California,Pacific,West,2015-04-01,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Commercial/Office Building,Anti-Asian,Individual,S,S
178469,2015,New York,,City,NY,New York,Middle Atlantic,Northeast,2015-04-03,White,Not Specified,1,Burglary/Breaking & Entering,0,Residence/Home,Anti-Asian,Other,S,S
177114,2015,Boston,,City,MA,Massachusetts,New England,Northeast,2015-04-06,Black or African American,Not Specified,1,Intimidation,1,Specialty Store,Anti-Asian,Individual,S,S
177115,2015,Boston,,City,MA,Massachusetts,New England,Northeast,2015-04-06,Black or African American,Not Specified,1,Intimidation,1,Specialty Store,Anti-Asian,Individual,S,S
178427,2015,New York,,City,NY,New York,Middle Atlantic,Northeast,2015-04-07,Black or African American,Not Specified,1,Burglary/Breaking & Entering,0,Other/Unknown,Anti-Asian,Other,S,S
178638,2015,Suffolk County Police Department,,County,NY,New York,Middle Atlantic,Northeast,2015-04-10,Unknown,Not Specified,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
175940,2015,Durango,,City,CO,Colorado,Mountain,West,2015-04-11,White,Not Specified,1,Simple Assault,1,Bar/Nightclub,Anti-Asian,Individual,S,S
179819,2015,Dallas,,City,TX,Texas,West South Central,South,2015-04-18,Black or African American,Not Specified,1,Not Specified,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
175351,2015,Los Angeles,,City,CA,California,Pacific,West,2015-04-21,White,Not Specified,1,Aggravated Assault,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
177881,2015,Barrington,,City,NH,New Hampshire,New England,Northeast,2015-04-22,Unknown,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
175278,2015,Los Angeles,,City,CA,California,Pacific,West,2015-04-29,White,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
178201,2015,"Franklin Township, Somerset County",,City,NJ,New Jersey,Middle Atlantic,Northeast,2015-04-30,Asian,Not Specified,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
178016,2015,"Hamilton Township, Mercer County",,City,NJ,New Jersey,Middle Atlantic,Northeast,2015-05-01,Unknown,Not Specified,1,Intimidation,1,School/College,Anti-Asian,Individual,S,S
179959,2015,Fort Worth,,City,TX,Texas,West South Central,South,2015-05-01,Multiple,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Convenience Store,Anti-Asian,Business,S,S
179508,2015,Providence,,City,RI,Rhode Island,New England,Northeast,2015-05-03,Unknown,Not Specified,1,Simple Assault,1,Air/Bus/Train Terminal,Anti-Asian,Individual,S,S
179521,2015,University of Rhode Island,,University or College,RI,Rhode Island,New England,Northeast,2015-05-03,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
175832,2015,Camarillo,,City,CA,California,Pacific,West,2015-05-05,White,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
177370,2015,Warren,,City,MI,Michigan,East North Central,Midwest,2015-05-10,Black or African American,Not Specified,1,Simple Assault,1,Restaurant,Anti-Asian,Individual,S,S
180235,2015,Seattle,,City,WA,Washington,Pacific,West,2015-05-15,White,Not Specified,2,Destruction/Damage/Vandalism of Property,1,Convenience Store,Anti-Asian,Business;Individual,S,S
180053,2015,Burlington,,City,VT,Vermont,New England,Northeast,2015-05-16,White,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
178615,2015,Troy,,City,NY,New York,Middle Atlantic,Northeast,2015-05-25,Unknown,Not Specified,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
177872,2015,Concord,,City,NH,New Hampshire,New England,Northeast,2015-05-27,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
178219,2015,Albuquerque,,City,NM,New Mexico,Mountain,West,2015-05-27,Unknown,Not Specified,1,Burglary/Breaking & Entering,0,Specialty Store,Anti-Asian,Business,S,S
177623,2015,St. Paul,,City,MN,Minnesota,West North Central,Midwest,2015-05-28,White,Not Specified,1,Aggravated Assault,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
175727,2015,San Francisco,,City,CA,California,Pacific,West,2015-05-30,White,Not Specified,1,Simple Assault,1,Restaurant,Anti-Asian,Individual,S,S
175837,2015,Oxnard,,City,CA,California,Pacific,West,2015-06-03,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
175723,2015,San Francisco,,City,CA,California,Pacific,West,2015-06-05,White,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
175220,2015,Los Angeles Transportation Services Bureau,,Other,CA,California,Pacific,West,2015-06-09,Black or African American,Not Specified,1,Aggravated Assault,1,Air/Bus/Train Terminal,Anti-Asian,Individual,S,S
175498,2015,University of California:,Los Angeles,University or College,CA,California,Pacific,West,2015-06-11,Black or African American,Not Specified,4,Intimidation,4,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
178422,2015,New York,,City,NY,New York,Middle Atlantic,Northeast,2015-06-12,Black or African American,Not Specified,1,Aggravated Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
178470,2015,New York,,City,NY,New York,Middle Atlantic,Northeast,2015-06-12,Black or African American,Not Specified,1,Aggravated Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
178477,2015,New York,,City,NY,New York,Middle Atlantic,Northeast,2015-06-12,Black or African American,Not Specified,1,Aggravated Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
178488,2015,New York,,City,NY,New York,Middle Atlantic,Northeast,2015-06-15,Black or African American,Not Specified,1,Aggravated Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
180054,2015,Burlington,,City,VT,Vermont,New England,Northeast,2015-06-15,White,Not Specified,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
179302,2015,"Jackson Township, Stark County",,City,OH,Ohio,East North Central,Midwest,2015-06-16,Unknown,Not Specified,1,All Other Larceny,1,Residence/Home,Anti-Asian,Individual,S,S
178406,2015,New York,,City,NY,New York,Middle Atlantic,Northeast,2015-06-16,Black or African American,Not Specified,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
177560,2015,Brooklyn Park,,City,MN,Minnesota,West North Central,Midwest,2015-06-20,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
179275,2015,Huber Heights,,City,OH,Ohio,East North Central,Midwest,2015-06-22,Unknown,Not Specified,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
176531,2015,Bell,,County,KY,Kentucky,East South Central,South,2015-06-23,Unknown,Not Specified,1,Burglary/Breaking & Entering,1,Residence/Home,Anti-Asian,Individual,S,S
175072,2015,San Francisco Bay Area Rapid Transit:,Alameda County,Other,CA,California,Pacific,West,2015-06-28,Black or African American,Not Specified,1,Intimidation,1,Air/Bus/Train Terminal,Anti-Asian,Individual,S,S
178652,2015,Suffolk County Police Department,,County,NY,New York,Middle Atlantic,Northeast,2015-07-02,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Other,S,S
176324,2015,Chicago,,City,IL,Illinois,East North Central,Midwest,2015-07-07,Black or African American,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Restaurant,Anti-Asian,Business,S,S
177117,2015,Boston,,City,MA,Massachusetts,New England,Northeast,2015-07-07,Black or African American,Not Specified,2,Not Specified,2,Specialty Store,Anti-Asian,Individual,S,S
176013,2015,New Haven,,City,CT,Connecticut,New England,Northeast,2015-07-14,Unknown,Not Specified,1,Intimidation,1,Park/Playground,Anti-Asian,Individual,S,S
178729,2015,Asheville,,City,NC,North Carolina,South Atlantic,South,2015-07-22,White,Not Specified,1,Intimidation,1,Grocery/Supermarket,Anti-Asian,Individual,S,S
179938,2015,Center,,City,TX,Texas,West South Central,South,2015-07-30,Black or African American,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
176989,2015,Newton,,City,MA,Massachusetts,New England,Northeast,2015-07-31,Unknown,Not Specified,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
179939,2015,Center,,City,TX,Texas,West South Central,South,2015-07-31,Black or African American,Not Specified,1,Burglary/Breaking & Entering,1,Residence/Home,Anti-Asian,Individual,S,S
178075,2015,South Brunswick Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,2015-08-13,White,Not Specified,1,Intimidation,1,Hotel/Motel/Etc.,Anti-Asian,Individual,S,S
175729,2015,San Francisco,,City,CA,California,Pacific,West,2015-08-15,White,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
175937,2015,Arvada,,City,CO,Colorado,Mountain,West,2015-08-17,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Commercial/Office Building,Anti-Asian,Business,S,S
178429,2015,New York,,City,NY,New York,Middle Atlantic,Northeast,2015-08-18,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Other,S,S
177116,2015,Boston,,City,MA,Massachusetts,New England,Northeast,2015-08-24,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
177182,2015,Boston,,City,MA,Massachusetts,New England,Northeast,2015-08-26,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
177038,2015,Quincy,,City,MA,Massachusetts,New England,Northeast,2015-08-27,Black or African American,Not Specified,2,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Government;Individual,S,S
176930,2015,Acton,,City,MA,Massachusetts,New England,Northeast,2015-08-28,White,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
179937,2015,Center,,City,TX,Texas,West South Central,South,2015-08-29,Black or African American,Not Specified,1,Arson,1,Residence/Home,Anti-Asian,Individual,S,S
180453,2015,Olympia,,City,WA,Washington,Pacific,West,2015-09-04,White,Not Specified,1,Robbery,1,Convenience Store,Anti-Asian,Individual,S,S
176020,2015,North Haven,,City,CT,Connecticut,New England,Northeast,2015-09-08,Black or African American,Not Specified,1,Robbery,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
177295,2015,Meridian Township,,City,MI,Michigan,East North Central,Midwest,2015-09-10,Asian,Not Specified,1,Aggravated Assault,1,School-Elementary/Secondary,Anti-Asian,Individual,S,S
175030,2015,Alameda,,City,CA,California,Pacific,West,2015-09-13,White,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
178837,2015,Carrboro,,City,NC,North Carolina,South Atlantic,South,2015-09-23,White,Not Specified,2,Intimidation,2,Residence/Home,Anti-Asian,Individual,S,S
175194,2015,Diamond Bar,,City,CA,California,Pacific,West,2015-09-25,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
177195,2015,Boston,,City,MA,Massachusetts,New England,Northeast,2015-09-30,White,Not Specified,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
176705,2015,New Orleans,,City,LA,Louisiana,West South Central,South,2015-09-30,Black or African American,Not Specified,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
175423,2015,Los Angeles,,City,CA,California,Pacific,West,2015-10-02,White,Not Specified,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
175762,2015,San Mateo,,County,CA,California,Pacific,West,2015-10-06,White,Not Specified,4,Intimidation,4,Drug Store/Doctor's Office/Hospital,Anti-Asian,Individual,S,S
177051,2015,Middleboro,,City,MA,Massachusetts,New England,Northeast,2015-10-10,White,Not Specified,1,Aggravated Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
177742,2015,University City,,City,MO,Missouri,West North Central,Midwest,2015-10-20,Unknown,Not Specified,1,Intimidation,1,Church/Synagogue/Temple/Mosque,Anti-Asian,Individual,S,S
177741,2015,University City,,City,MO,Missouri,West North Central,Midwest,2015-10-22,Unknown,Not Specified,1,Intimidation,1,Church/Synagogue/Temple/Mosque,Anti-Asian,Individual,S,S
177298,2015,Ionia,,County,MI,Michigan,East North Central,Midwest,2015-11-01,Unknown,Not Specified,2,Destruction/Damage/Vandalism of Property,2,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
177204,2015,Northeastern University,,University or College,MA,Massachusetts,New England,Northeast,2015-11-01,White,Not Specified,1,Aggravated Assault,1,School-College/University,Anti-Asian,Individual,S,S
175994,2015,Guilford,,City,CT,Connecticut,New England,Northeast,2015-11-02,White,Not Specified,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
180296,2015,Seattle,,City,WA,Washington,Pacific,West,2015-11-04,White,Not Specified,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
177205,2015,Northeastern University,,University or College,MA,Massachusetts,New England,Northeast,2015-11-12,White,Not Specified,1,Intimidation,1,School-College/University,Anti-Asian,Individual,S,S
174982,2015,Phoenix,,City,AZ,Arizona,Mountain,West,2015-11-15,Unknown,Not Specified,2,Destruction/Damage/Vandalism of Property;Simple Assault,2,Convenience Store,Anti-Asian,Individual,M,S
179356,2015,Broken Bow,,City,OK,Oklahoma,West South Central,South,2015-11-23,Unknown,Not Specified,1,Burglary/Breaking & Entering,1,Residence/Home,Anti-Asian,Individual,S,S
177196,2015,Boston,,City,MA,Massachusetts,New England,Northeast,2015-12-01,White,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
175763,2015,Brisbane,,City,CA,California,Pacific,West,2015-12-08,Multiple,Not Specified,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
177197,2015,Boston,,City,MA,Massachusetts,New England,Northeast,2015-12-10,Unknown,Not Specified,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
177970,2015,Glassboro,,City,NJ,New Jersey,Middle Atlantic,Northeast,2015-12-13,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Other,S,S
178177,2015,Lakewood Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,2015-12-14,White,Not Specified,1,Intimidation,1,Service/Gas Station,Anti-Asian,Individual,S,S
178562,2015,New York,,City,NY,New York,Middle Atlantic,Northeast,2015-12-14,Multiple,Not Specified,1,Aggravated Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
176429,2015,Morgan,,County,IN,Indiana,East North Central,Midwest,2015-12-15,Unknown,Not Specified,2,Aggravated Assault;Arson,1,Bank/Savings and Loan,Anti-Asian;Anti-Atheism/Agnosticism,Government;Individual,M,M
180128,2015,Loudoun,,County,VA,Virginia,South Atlantic,South,2015-12-16,Multiple,Not Specified,2,Simple Assault,2,School-Elementary/Secondary,Anti-Asian,Individual,S,S
174766,2015,Glendale,,City,AZ,Arizona,Mountain,West,2015-12-31,Unknown,Not Specified,1,Intimidation,1,School/College,Anti-Asian,Individual,S,S
181037,2016,El Segundo,,City,CA,California,Pacific,West,2016-01-04,Black or African American,Not Specified,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
183004,2016,Framingham,,City,MA,Massachusetts,New England,Northeast,2016-01-11,White,Unknown,1,All Other Larceny,0,Department/Discount Store,Anti-Asian,Business,S,S
182046,2016,Washington,,City,DC,District of Columbia,South Atlantic,South,2016-01-19,Black or African American,Not Hispanic or Latino,1,Not Specified,1,Convenience Store,Anti-Asian,Individual,S,S
182941,2016,University of Massachusetts:,Amherst,University or College,MA,Massachusetts,New England,Northeast,2016-01-24,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Business,S,S
186628,2016,Pierce,,County,WA,Washington,Pacific,West,2016-01-26,Multiple,Unknown,1,Destruction/Damage/Vandalism of Property,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
181376,2016,Westminster,,City,CA,California,Pacific,West,2016-01-28,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
183762,2016,St. Paul,,City,MN,Minnesota,West North Central,Midwest,2016-01-29,Unknown,Unknown,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
186371,2016,Seattle,,City,WA,Washington,Pacific,West,2016-02-08,Unknown,Unknown,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
185026,2016,Raleigh,,City,NC,North Carolina,South Atlantic,South,2016-02-09,Unknown,Unknown,2,Destruction/Damage/Vandalism of Property,2,Restaurant,Anti-Asian,Individual,S,S
186629,2016,Pierce,,County,WA,Washington,Pacific,West,2016-02-09,White,Unknown,1,Destruction/Damage/Vandalism of Property,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
184398,2016,New York,,City,NY,New York,Middle Atlantic,Northeast,2016-02-10,American Indian or Alaska Native,Not Specified,1,Burglary/Breaking & Entering,0,Other/Unknown,Anti-Asian,Other,S,S
184401,2016,New York,,City,NY,New York,Middle Atlantic,Northeast,2016-02-10,Asian,Not Specified,1,Burglary/Breaking & Entering,0,Other/Unknown,Anti-Asian,Other,S,S
180856,2016,Oakland,,City,CA,California,Pacific,West,2016-02-16,White,Not Specified,1,Intimidation,1,Other/Unknown,Anti-Asian,Individual,S,S
183331,2016,Lansing,,City,MI,Michigan,East North Central,Midwest,2016-02-23,Black or African American,Unknown,1,Simple Assault,1,School-Elementary/Secondary,Anti-Asian,Individual,S,S
183969,2016,Henderson,,City,NV,Nevada,Mountain,West,2016-02-24,White,Not Hispanic or Latino,1,Simple Assault,1,Gambling Facility/Casino/Race Track,Anti-Asian,Individual,S,S
181930,2016,Norwalk,,City,CT,Connecticut,New England,Northeast,2016-03-04,Black or African American,Unknown,1,Weapon Law Violations,0,Parking/Drop Lot/Garage,Anti-Asian,Society/Public,S,S
186023,2016,Odessa,,City,TX,Texas,West South Central,South,2016-03-04,Unknown,Not Specified,1,Burglary/Breaking & Entering,1,Residence/Home,Anti-Asian,Individual,S,S
181156,2016,Los Angeles,,City,CA,California,Pacific,West,2016-03-06,White,Unknown,1,Simple Assault,1,School-College/University,Anti-Asian,Individual,S,S
181591,2016,San Francisco,,City,CA,California,Pacific,West,2016-03-12,White,Multiple,3,Aggravated Assault;Simple Assault,3,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,M,S
183918,2016,Lincoln,,City,NB,Nebraska,West North Central,Midwest,2016-03-19,Black or African American,Not Hispanic or Latino,1,Simple Assault,1,Government/Public Building,Anti-Asian,Individual,S,S
181794,2016,Aurora,,City,CO,Colorado,Mountain,West,2016-04-11,White,Not Hispanic or Latino,2,Intimidation,2,Residence/Home,Anti-Asian,Individual,S,S
186259,2016,Fairfax County Police Department,,County,VA,Virginia,South Atlantic,South,2016-04-12,Unknown,Unknown,1,Aggravated Assault,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
184231,2016,West Long Branch,,City,NJ,New Jersey,Middle Atlantic,Northeast,2016-04-14,White,Not Specified,1,Intimidation,1,School/College,Anti-Asian,Individual,S,S
184730,2016,New York,,City,NY,New York,Middle Atlantic,Northeast,2016-04-14,White,Not Specified,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
184126,2016,East Brunswick Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,2016-04-23,Unknown,Not Specified,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
183723,2016,Minneapolis,,City,MN,Minnesota,West North Central,Midwest,2016-04-25,White,Not Hispanic or Latino,1,Simple Assault,1,Bank/Savings and Loan,Anti-Asian,Individual,S,S
180927,2016,Fresno,,City,CA,California,Pacific,West,2016-04-27,Black or African American,Not Specified,1,Simple Assault,1,Service/Gas Station,Anti-Asian,Individual,S,S
182419,2016,Indianapolis,,City,IN,Indiana,East North Central,Midwest,2016-05-05,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
